item,VAT,hierarchy1,hierarchy2,description,,pack_description,qty_in_stock,cases_in_stock,EAN1,EAN2,EAN3,Retail Ean 1,Retail Ean 2,Pack 1,Sell 1,Pack 2,Sell 2,Pack 3,Sell 3,promID,promStart,promEnd,promSell Pack 1,promSell for Sell 1,promSell Pack 2,promSell for Sell 2,promSell Pack 3,promSell for Sell 3,Max. Order,RRP,POR %,PMP/Plain,Type,Brand,Size,Clearance stock in  number,Clerance pack size,Clearance Price,Product pack 1 in layer,Product pack 1 in Pallet,Product location in warehouse,Product pack 1 weight,Product pack 1 dimansion in cm,Product pack 1 volumetric weight
902020,Z,18,18007,GITS DALVADA,,5x500G,3,3,,,,,,,8.99,,,,,,,,,,,,,,,2.49,27.79,PLAIN,SINGLE,,,,,,,,,,,
902022,Z,18,18007,GITS NYLON KHAMAN,,5x500G,2,2,,,,,,,8.49,,,,,,,,,,,,,,,1.99,14.67,PLAIN,SINGLE,,,,,,,,,,,
902023,Z,18,18007,GITS NYLON KHAMAN DHOKLA,,10X180G,4,4,,,,,,,8.49,,,,,,,,,,,,,,,1.99,57.34,PLAIN,SINGLE,,,,,,,,,,,
902027,Z,12,12005,HALDIRAM CHANA JOR GARAM,,10X200G,1,1,,,,,,,13.69,,,,,,,,,,,,,,,1.99,31.21,PLAIN,SINGLE,,,,,,,,,,,
902028,Z,12,12005,***HALDIRAM DAL BIJI �0.99P,,15x200G,1,1,,,,,,,12.99,,,,,,,,,,,,,,,0.99,12.53,PMP,SINGLE,,,,,,,,,,,
902029,Z,12,12005,HALDIRAM GANTHIYA,,5X200G,2,2,,,,,,,6.99,,,,,,,,,,,,,,,1.79,21.9,PLAIN,SINGLE,,,,,,,,,,,
902035,Z,12,12005,HALDIRAM MATHRI �0.99P,,10X200G,3,3,,,,,,,7.69,,,,,,,,,,,,,,,0.99,22.32,PMP,SINGLE,,,,,,,,,,,
902038,Z,12,12005,HALDIRAM PLAIN BHUJIYA �0.99P,,10X200G,2,2,,,,,,,7.69,,,,,,,,,,,,,,,1.49,48.39,PMP,SINGLE,,,,,,,,,,,
902040,Z,12,12005,HALDIRAM CHAI PURI,,10X200G,1,1,,,,,,,13.99,,,,,,,,,,,,,,,1.99,29.7,PLAIN,SINGLE,,,,,,,,,,,
902049,Z,12,12005,HALDIRAM DALBIJI,,5X400G,3,3,,,,,,,12.99,,,,,,,,,,,,,,,3.49,25.56,PLAIN,SINGLE,,,,,,,,,,,
902050,Z,6,6001,MUKTI INST GINGER TEA SWT 5PK,,5x220G,2,2,,,,,,,12.99,,,,,,,,,,,,,,,3.99,34.89,PLAIN,SINGLE,,,,,,,,,,,
902051,Z,6,6001,MUKTI INST MASALA TEA SWT 5PK,,5x5PK,2,2,,,,,,,12.99,,,,,,,,,,,,,,,3.99,34.89,PLAIN,SINGLE,,,,,,,,,,,
902052,Z,18,18007,GITS MEDU VADAI,,5X500G,4,4,,,,,,,8.49,,,,,,,,,,,,,,,2.49,31.81,PLAIN,SINGLE,,,,,,,,,,,
903162,Z,18,18007,GITS RAVA IDLI MIX,,10X200G,2,2,,,,,,,8.49,,,,,,,,,,,,,,,2.49,65.9,PLAIN,SINGLE,,,,,,,,,,,
903165,Z,8,8004,PARLE G GLUCO BISCUITS,,24X88G,1,1,,,,,,,3.59,,,,,,,,,,,,,,,0.29,48.42,PLAIN,SINGLE,,,,,,,,,,,
903295,Z,18,18007,MAGGI CURRY NOODLES,,30x2.3KG,5,5,,,,,,,11.79,,,,,,,,,,,,,,,0.69,43.04,PLAIN,SINGLE,,,,,,,,,,,
903296,A,18,18002,ENO PLAIN,,1x100G,7,1,,,,,,,2.69,6,15.99,,,,,,,,,,,,,3.99,19.1,PLAIN,VARIENT,,,,,,,,,,,
903297,A,12,12005,KURKURE SPICY,,30x100G,3,3,,,,,,,11.99,,,,,,,,,,,,,,,0.59,18.71,PLAIN,SINGLE,,,,,,,,,,,
903299,A,12,12005,KURKURE SOLID MASTI,,30x100G,3,3,,,,,,,11.99,,,,,,,,,,,,,,,0.59,18.71,PLAIN,SINGLE,,,,,,,,,,,
903304,Z,20,20001,HALDIRAM LACHHA PARATHA,,1x360G,19,0,,,,,,,1.99,24,41.89,,,2025 WEEK 18 PROMOTION,05/05/2025,11/05/2025,,1.59,,,,,,2.49,20.08,PLAIN,VARIENT,,,,,,,,,,,
903305,Z,20,20001,HALDIRAM ALOO PARATHA,,1x400G,7,0,,,,,,,1.99,20,40.99,,,2025 WEEK 18 PROMOTION,05/05/2025,11/05/2025,,1.99,,,,,,2.49,20.08,PLAIN,VARIENT,,,,,,,,,,,
903306,Z,20,20001,HALDIRAM MIX VEG PARATHA,,1x400G,9,0,,,,,,,2.49,20,48.99,,,2025 WEEK 18 PROMOTION,05/05/2025,11/05/2025,,1.99,,,,,,2.69,7.43,PLAIN,VARIENT,,,,,,,,,,,
903307,Z,20,20001,HALDIRAM PUNJABI SAMOSA,,1x650G,11,0,,,,,,,4.29,12,51.59,,,2025 WEEK 18 PROMOTION,05/05/2025,11/05/2025,,3.99,,,,,,4.59,6.54,PLAIN,VARIENT,,,,,,,,,,,
903308,Z,20,20001,HALDIRAM COCKTAIL SAMOSA,,1x650G,4,0,,,,,,,4.79,12,56.99,,,2025 WEEK 18 PROMOTION,05/05/2025,11/05/2025,,3.99,,,,,,4.99,4.01,PLAIN,VARIENT,,,,,,,,,,,
903309,Z,19,18010,PATANJALI PURE COW GHEE,,1x2KG,1,0,,,,,,,23.69,6,141.19,,,,,,,,,,,,,30.59,22.56,PLAIN,VARIENT,,,,,,,,,,,
903363,A,12,12005,KURKURE CHILLI CHATKA,,30x72G,3,3,,,,,,,14.99,,,,,,,,,,,,,,,0.89,32.63,PLAIN,SINGLE,,,,,,,,,,,
903364,A,12,12005,KURKURE MASALA MUNCH,,30x75G,2,2,,,,,,,15.49,,,,,,,,,,,,,,,0.89,30.38,PLAIN,SINGLE,,,,,,,,,,,
22045,A,4,4003,BOOST ENERGY DRINK REG(BOTTEL) PM�1.00,,12x500ML,4,4,,,,,,,6.79,,,,,,,,,,,,,,10,1,32.1,PMP,SINGLE,,,,,,,,,,,
40786,Z,4,4008,BOOST ICED COFFEE CARAMEL LATTE PM �1.19,,12X250ML,3,3,,,,,,,8.49,,,,,,,,,,,,,,10,1.19,40.55,PMP,SINGLE,,,,,,,,,,,
46325,Z,4,4008,BOOST ICED COFFEE DOUBLE ESPRESSO PM�1.19,,12X250ML,10,10,,,,,,,8.49,,,,,,,,,,,,,,10,1.19,40.55,PMP,SINGLE,,,,,,,,,,,
46327,A,4,4003,BOOST ENERGY RED BERRY(BOTTEL)PM1,,12X500ML,24,24,,,,,,,6.29,,,,,,,,,,,,,,10,1,37.1,PMP,SINGLE,,,,,,,,,,,
86207,A,4,4003,BOOST ENERGY JUIC'D PINEAPPLE & GUAVA PUNCH �1.09,,12X500ML,9,9,,,,,,,6.19,,,,,,,,,,,,,,10,1.09,43.21,PMP,SINGLE,,,,,,,,,,,
86259,A,4,4003,BOOST ENERGY JUIC'D MANGO & TROPICAL PMP �1,,12x500ML,8,8,,,,,,,6.79,,,,,,,,,,,,,,10,1,32.1,PMP,SINGLE,,,,,,,,,,,
86315,A,4,4003,BOOST ENERGY JUIC'D ORANGE & RASPBERRY PM �1.09,,12X500ML,9,9,,,,,,,6.19,,,,,,,,,,,,,,10,1.09,43.21,PMP,SINGLE,,,,,,,,,,,
86321,A,4,4003,BOOST ENERGY JUIC'D WATERMELON & LIME PMP �1.09,,12X500ML,6,6,,,,,,,6.19,,,,,,,,,,,,,,10,1.09,43.21,PMP,SINGLE,,,,,,,,,,,
902365,A,4,4001,RUBICON SPARKLING ROSE LEMONADE PM �1,,12X500ML,1,1,,,,,,,6.49,,,,,,,,,,,,,,10,1,35.1,PMP,SINGLE,,,,,,,,,,,
902849,A,4,4003,BOOST ENERGY ORIGINAL CAN PM�1,,12X500ML,26,26,,,,,,,5.99,,,,,,,,,,,,,,10,1,40.1,PMP,SINGLE,,,,,,,,,,,
902850,A,4,4003,BOOST ORIGINAL SUGAR FREE CANPM�1,,12X500ML,6,6,,,,,,,5.99,,,,,,,,,,,,,,10,1,40.1,PMP,SINGLE,,,,,,,,,,,
903154,A,4,4003,BOOST SPORT WATERMELON & LIME PMP�0.85,,12x500ML,6,6,,,,,,,5.89,,,,,,,,,,,,,,10,0.85,30.71,PMP,SINGLE,,,,,,,,,,,
903293,A,4,4001,RUBICON SPARKLING MANGO �1.19,,12x500ML,32,32,,,,,,,7.99,,,,,,,,,,,,,,10,1.19,32.86,PMP,SINGLE,,,,,,,,,,,
903294,A,4,4001,RUBICON SPARKLING PASSION PM �1.19,,12x500ML,26,26,,,,,,,7.99,,,,,,,,,,,,,,10,1.19,32.86,PMP,SINGLE,,,,,,,,,,,
903314,A,4,4003,BOOST ENERGY RED BERRY PMP�1,,12x500ML,7,7,,,,,,,5.99,,,,,,,,,,,,,,10,0.69,13.19,PMP,SINGLE,,,,,,,,,,,
903344,A,4,4001,RIO TROPICAL CAN PLAIN,,24x330ML,23,23,,,,,,,9.99,,,,,,,,,,,,,,10,0.99,49.55,PLAIN,SINGLE,,,,,,,,,,,
903346,A,4,4001,KA SPARKLING PINEAPPLE PM69P,,24x330ML,10,10,,,,,,,8.99,,,,,,,,,,,,,,10,0.69,34.86,PMP,SINGLE,,,,,,,,,,,
903449,A,4,4001,ROCKSTAR XDURANCE PM�1.29,,12X500ML,2,2,,,,,,,7.99,,,,,,,,,,,,,,10,1.29,38.06,PMP,SINGLE,,,,,,,,,,,
903450,A,4,4001,RUBICON RAW ENERGY RASPBERRY BLUEBERRY PM�1.00,,12X500ML,2,2,,,,,,,6.19,,,,,,,,,,,,,,10,1,38.1,PMP,SINGLE,,,,,,,,,,,
903451,A,4,4008,BARISTA COFEE CO DOUBLE SHOT ESPRESSO PM�1,,12X250ML,1,1,,,,,,,5.89,,,,,,,,,,,,,,10,1,41.1,PMP,SINGLE,,,,,,,,,,,
903453,Z,4,4008,BARISTA COFEE CO CARAMEL LATTE PM�1,,12X250ML,1,1,,,,,,,5.89,,,,,,,,,,,,,,10,1,50.92,PMP,SINGLE,,,,,,,,,,,
903517,A,4,4001,BARR LEMONADE PM 89P,,12x500ML,3,3,,,,,,,6.29,,,,,,,,,,,,,,10,0.89,29.33,PMP,SINGLE,,,,,,,,,,,
903531,A,4,4002,RUBICON MANGO JUICE PM�1.59,,12x1LTR,30,30,,,,,,,10.99,,,,,,,,,,,,,,10,1.59,30.88,PMP,SINGLE,,,,,,,,,,,
903607,A,4,4001,RUBICON SPARKLING MANGO PM�1.79,,6X2LTR,16,16,,,,,,,6.99,,,,,,,,,,,,,,10,1.79,21.9,PMP,SINGLE,,,,,,,,,,,
903655,A,4,4001,RIO TROPICAL PM�1.99,,6x2LTR,3,3,,,,,,,6.89,,,,,,,,,,,,,,10,1.99,30.75,PMP,SINGLE,,,,,,,,,,,
903656,A,4,4002,SUN EXOTIC PINEAPPLE & COCONUT PMP �1.39,,12X1LTR,25,25,,,,,,,9.99,,,,,,,,,,,,,,10,1.39,28.13,PMP,SINGLE,,,,,,,,,,,
903657,A,4,4002,SUN EXOTIC TROPICAL PM�1.39,,12X1LTR,17,17,,,,,,,9.99,,,,,,,,,,,,,,10,1.39,28.13,PMP,SINGLE,,,,,,,,,,,
903658,A,4,4002,SUN EXOTIC CITRUS TWIST PM�1.39,,12X1LTR,26,26,,,,,,,9.99,,,,,,,,,,,,,,10,1.39,28.13,PMP,SINGLE,,,,,,,,,,,
903714,A,4,4002,RUBICON GUAVA JUICE PM�1.59,,12x1LTR,17,17,,,,,,,10.99,,,,,,,,,,,,,,10,1.59,30.88,PMP,SINGLE,,,,,,,,,,,
903716,A,4,4001,BARR CHERRYADE PM�1,,12x500ML,3,3,,,,,,,6.99,,,,,,,,,,,,,,10,1,30.1,PMP,SINGLE,,,,,,,,,,,
903719,A,4,4001,KA SPARKLING BLACK GRAPE CAN PM69P,,24x330ML,7,7,,,,,,,7.99,,,,,,,,,,,,,,10,0.69,42.1,PMP,SINGLE,,,,,,,,,,,
903730,A,4,4001,KA SPARKLING FRUIT PUNCH CAN PM69P,,24x330ML,5,5,,,,,,,7.99,,,,,,,,,,,,,,10,0.69,42.1,PMP,SINGLE,,,,,,,,,,,
903732,A,4,4002,KA STILL STRAWBERRY PM69P,,27x288ML,13,13,,,,,,,8.79,,,,,,,,,,,,,,10,0.69,43.38,PMP,SINGLE,,,,,,,,,,,
903733,A,4,4001,BARR LEMONADE PM69P,,24x330ML,9,9,,,,,,,8.69,,,,,,,,,,,,,,10,0.69,37.03,PMP,SINGLE,,,,,,,,,,,
903734,A,4,4001,BARR ORANGEADE PM69P,,24x330ML,9,9,,,,,,,8.69,,,,,,,,,,,,,,10,0.69,37.03,PMP,SINGLE,,,,,,,,,,,
903735,A,4,4001,BARR CHERRYLADE PMP�69P,,24x330ML,9,9,,,,,,,8.69,,,,,,,,,,,,,,10,0.69,37.03,PMP,SINGLE,,,,,,,,,,,
903736,A,4,4002,*RUBICON SPRING BLACK CHERRY RASPBERRY PM �1.19,,12x500ML,2,2,,,,,,,7.09,,,,,,,,,,,,,,10,1.19,40.42,PMP,SINGLE,,,,,,,,,,,
903984,A,4,4001,BARR CREAM SODA �69P,,24x330ML,3,3,,,,,,,8.99,,,,,,,,,,,,,,10,0.69,34.86,PMP,SINGLE,,,,,,,,,,,
904055,A,4,4003,IRN BRU REGULAR CANS PM79P,,24x330ML,10,10,,,,,,,9.79,,,,,,,,,,,,,,10,0.79,38.04,PMP,SINGLE,,,,,,,,,,,
904056,A,4,4002,RUBICON STILL PINEAPPLE JUICE PM �1.59,,12x1LTR,15,15,,,,,,,10.99,,,,,,,,,,,,,,10,1.59,30.88,PMP,SINGLE,,,,,,,,,,,
22029,A,4,4001,RIO TROPICAL PM �1.25,,12x500ML,1,1,,,,,,,8.99,,,,,,,,,,,,,,10,1.25,28.08,PMP,SINGLE,,,,,,,,,,,
22050,A,4,4001,RIO TROPICAL CAN PM85P,,24x330ML,22,22,,,,,,,9.79,,,,,,,,,,,,,,10,0.85,42.41,PMP,SINGLE,,,,,,,,,,,
86270,A,4,4003,BOOST ENERGY DRINK PM�1.59,,12XLTR,26,26,,,,,,,7.69,,,,,,,,,,,,,,10,1.59,51.64,PMP,SINGLE,,,,,,,,,,,
85620,A,4,4003,BOOST ENERGY CHERRY CAN PM75P,,24X250ML,21,21,,,,,,,7.79,,,,,2025 WEEK 18 PROMOTION,05/05/2025,11/05/2025,,7.39,,,,,10,0.75,48.07,PMP,SINGLE,,,,,,,,,,,
85623,A,4,4003,BOOST ENERGY DRINK CAN SUGAR FREE PM75P,,24x250ML,25,25,,,,,,,7.99,,,,,,,,,,,,,,10,0.75,46.73,PMP,SINGLE,,,,,,,,,,,
85624,A,4,4003,BOOST ENERGY LEMON &LIME PM75P,,24X250ML,13,13,,,,,,,7.79,,,,,2025 WEEK 18 PROMOTION,05/05/2025,11/05/2025,,7.39,,,,,10,0.75,48.07,PMP,SINGLE,,,,,,,,,,,
86235,A,4,4003,BOOST ENERGY CAN MANGO PM75P,,24X250ML,40,40,,,,,,,7.79,,,,,2025 WEEK 18 PROMOTION,05/05/2025,11/05/2025,,7.39,,,,,10,0.75,48.07,PMP,SINGLE,,,,,,,,,,,
86236,A,4,4003,BOOST ENERGY DRINK CAN ORIGINAL PM75P,,24X250ML,122,122,,,,,,,7.39,,,,,2025 WEEK 18 PROMOTION,05/05/2025,11/05/2025,,6.19,,,,,10,0.75,50.73,PMP,SINGLE,,,,,,,,,,,
86594,A,4,4003,BOOST ENERGY CAN RED BERRY PM 75P,,24X250ML,12,12,,,,,,,7.79,,,,,2025 WEEK 18 PROMOTION,05/05/2025,11/05/2025,,7.39,,,,,10,0.75,48.07,PMP,SINGLE,,,,,,,,,,,
56315,A,4,4003,BOOST SPORT TROPICAL BERRY PMP 85P,,12X500ML,16,16,,,,,,,5.89,,,,,2025 WEEK 18 PROMOTION,05/05/2025,11/05/2025,,5.39,,,,,10,0.85,30.71,PMP,SINGLE,,,,,,,,,,,
86237,A,4,4003,BOOST SPORTS ORANGE PM 85P,,12x500ML,67,67,,,,,,,5.89,,,,,2025 WEEK 18 PROMOTION,05/05/2025,11/05/2025,,5.39,,,,,10,0.85,30.71,PMP,SINGLE,,,,,,,,,,,
86313,A,4,4003,BOOST SPORT MIXED BERRY PM 85P,,12X500ML,10,10,,,,,,,5.89,,,,,2025 WEEK 18 PROMOTION,05/05/2025,11/05/2025,,5.39,,,,,10,0.85,30.71,PMP,SINGLE,,,,,,,,,,,
86314,A,4,4003,BOOST SPORT RASPBERRY & MANGO PM 85P,,12X500ML,8,8,,,,,,,5.89,,,,,2025 WEEK 18 PROMOTION,05/05/2025,11/05/2025,,5.39,,,,,10,0.85,30.71,PMP,SINGLE,,,,,,,,,,,
121353,A,4,4001,***BARR BUBBLEGUM CAN PM59P,,24X330ML,3,3,,,,,,,8.69,,,,,,,,,,,,,,10,0.59,26.36,PMP,SINGLE,,,,,,,,,,,
121432,A,4,4001,***BARRS CHERRYADE CANS PM59P,,24X330ML,1,1,,,,,,,8.69,,,,,,,,,,,,,,10,0.59,26.36,PMP,SINGLE,,,,,,,,,,,
121856,A,4,4001,***BARR COLA PM59P,,24X330ML,1,1,,,,,,,8.69,,,,,,,,,,,,,,10,0.59,26.36,PMP,SINGLE,,,,,,,,,,,
25117,A,4,4001,BARR CHERRYADE PM�1.19,,6X2LTR,14,14,,,,,,,4.19,,,,,2025 WEEK 18 PROMOTION,05/05/2025,11/05/2025,,3.99,,,,,10,1.19,29.58,PMP,SINGLE,,,,,,,,,,,
25120,A,4,4001,BARR CREAM SODA PM89P,,12X500ML,4,4,,,,,,,5.89,,,,,,,,,,,,,,10,0.89,33.82,PMP,SINGLE,,,,,,,,,,,
25124,A,4,4001,BARR LEMONADE PM �1.19,,6x2LTR,22,22,,,,,,,4.19,,,,,2025 WEEK 18 PROMOTION,05/05/2025,11/05/2025,,3.99,,,,,10,1.19,29.58,PMP,SINGLE,,,,,,,,,,,
25135,A,4,4001,BARRS COLA PM�1.19,,6x2LTR,8,8,,,,,,,4.19,,,,,,,,,,,,,,10,1.19,29.58,PMP,SINGLE,,,,,,,,,,,
25145,A,4,4001,***BARR LIMEADE PM �1.19,,6X2LTR,11,11,,,,,,,3.99,,,,,,,,,,,,,,10,1.19,32.94,PMP,SINGLE,,,,,,,,,,,
25146,A,4,4001,BARRS BUBBLEGUM PM�1.19,,6x2LTR,3,3,,,,,,,4.19,,,,,,,,,,,,,,10,1.19,29.58,PMP,SINGLE,,,,,,,,,,,
25159,A,4,4001,BARR AMERICAN CREAM SODA PET PM �1.19,,6X2LTR,17,17,,,,,,,4.19,,,,,2025 WEEK 18 PROMOTION,05/05/2025,11/05/2025,,3.99,,,,,10,1.19,29.58,PMP,SINGLE,,,,,,,,,,,
25189,A,4,4001,BARR ORANGEADE PM�1.19,,6X2LTR,3,3,,,,,,,3.99,,,,,,,,,,,,,,10,1.19,32.94,PMP,SINGLE,,,,,,,,,,,
25336,A,4,4001,***BARR RASPBERRYADE PM �1.19,,6X2LTR,7,7,,,,,,,3.99,,,,,,,,,,,,,,10,1.19,32.94,PMP,SINGLE,,,,,,,,,,,
25498,A,4,4001,***BARR RED KOLA PET PM �1.19,,6X2LTR,6,6,,,,,,,3.99,,,,,,,,,,,,,,10,1.19,32.94,PMP,SINGLE,,,,,,,,,,,
150700,A,4,4001,TIZER PM�1.00 PET,,12X500ML,4,4,,,,,,,5.99,,,,,,,,,,,,,,10,1,40.1,PMP,SINGLE,,,,,,,,,,,
150703,A,4,4001,TIZER PM�0.59 PET,,24X330ML,9,9,,,,,,,6.89,,,,,,,,,,,,,,10,0.59,41.61,PMP,SINGLE,,,,,,,,,,,
158184,A,4,4002,KA STILL BLACK GRAPE RTD PM69P,,27x288ML,10,10,,,,,,,8.79,,,,,,,,,,,,,,10,0.69,43.38,PMP,SINGLE,,,,,,,,,,,
158189,A,4,4002,KA STILL PINEAPPLE PM69P,,27X288ML,22,22,,,,,,,8.79,,,,,,,,,,,,,,10,0.69,43.38,PMP,SINGLE,,,,,,,,,,,
25119,A,4,4002,KA STILL PINEAPPLE PM1.19,,12X1LTR,23,23,,,,,,,8.39,,,,,2025 WEEK 18 PROMOTION,05/05/2025,11/05/2025,,7.99,,,,,10,1.19,29.5,PMP,SINGLE,,,,,,,,,,,
25128,A,4,4001,KA FRUIT PUNCH RTD PM69P,,27X288ML,18,18,,,,,,,8.79,,,,,,,,,,,,,,10,0.69,43.38,PMP,SINGLE,,,,,,,,,,,
148654,A,4,4001,***KA FRUIT PUNCH CAN PM65P,,24X330ML,2,2,,,,,,,7.99,,,,,,,,,,,,,,10,0.65,38.54,PMP,SINGLE,,,,,,,,,,,
148657,A,4,4001,KA SPARKLING STRAWBERRY PM65P,,24X330ML,18,18,,,,,,,8.05,,,,,,,,,,,,,,10,0.65,38.08,PMP,SINGLE,,,,,,,,,,,
40787,Z,4,4008,BOOST COFFEE MOCHA PM�1.19,,12X250ML,6,6,,,,,,,8.49,,,,,,,,,,,,,,10,1.19,40.55,PMP,SINGLE,,,,,,,,,,,
159168,A,4,4001,KA SPARKLING PINEAPPLE PM�1.00,,12X500ML,25,25,,,,,,,6.99,,,,,,,,,,,,,,10,1,30.1,PMP,SINGLE,,,,,,,,,,,
159388,A,4,4001,KA SPARKLING FRUIT PUNCH PM�1.00,,12X500ML,30,30,,,,,,,6.99,,,,,,,,,,,,,,10,1,30.1,PMP,SINGLE,,,,,,,,,,,
159606,A,4,4001,KA SPARKLING KARIBBEAN KOLA PM �1.79,,6x2LTR,24,24,,,,,,,6.49,,,,,,,,,,,,,,10,1.79,27.49,PMP,SINGLE,,,,,,,,,,,
159616,A,4,4001,KA SPARKLING STRAWBERRY PM �1.79,,6x2LTR,5,5,,,,,,,6.49,,,,,,,,,,,,,,10,1.79,27.49,PMP,SINGLE,,,,,,,,,,,
159633,A,4,4001,KA SPARKLING BLACK GRAPE PM�1.00,,12X500ML,26,26,,,,,,,6.99,,,,,,,,,,,,,,10,1,30.1,PMP,SINGLE,,,,,,,,,,,
159636,A,4,4001,KA SPARKLING KOLA PM�1.00,,12X500ML,24,24,,,,,,,6.99,,,,,,,,,,,,,,10,1,30.1,PMP,SINGLE,,,,,,,,,,,
158180,A,4,4002,KA STILL FRUIT PUNCH PM�1.19,,12xLTR,29,29,,,,,,,8.39,,,,,2025 WEEK 18 PROMOTION,05/05/2025,11/05/2025,,7.99,,,,,10,1.19,29.5,PMP,SINGLE,,,,,,,,,,,
158365,A,4,4002,KA STILL BLACK GRAPE PM�1.19,,12x1LTR,18,18,,,,,,,8.39,,,,,2025 WEEK 18 PROMOTION,05/05/2025,11/05/2025,,7.99,,,,,10,1.19,29.5,PMP,SINGLE,,,,,,,,,,,
158367,A,4,4002,KA STILL STRAWBERRY PM�1.19,,12XLTR,16,16,,,,,,,8.39,,,,,2025 WEEK 18 PROMOTION,05/05/2025,11/05/2025,,7.99,,,,,10,1.19,29.5,PMP,SINGLE,,,,,,,,,,,
148854,A,4,4001,KA SPARKLING FRUIT PUNCH PM1.79,,6x2LTR,10,10,,,,,,,6.49,,,,,,,,,,,,,,10,1.79,27.49,PMP,SINGLE,,,,,,,,,,,
148857,A,4,4001,KA SPARKLING BLACK GRAPE PM1.79,,6X2LTR,5,5,,,,,,,6.49,,,,,,,,,,,,,,10,1.79,27.49,PMP,SINGLE,,,,,,,,,,,
148890,A,4,4001,KA SPARKLING PINEAPPLE PM�1.79,,6X2LTR,24,24,,,,,,,6.49,,,,,,,,,,,,,,10,1.79,27.49,PMP,SINGLE,,,,,,,,,,,
110205,A,4,4003,IRN BRU REGULAR CANS PM75P,,24X330ML,4,4,,,,,,,8.99,,,,,,,,,,,,,,10,0.75,40.07,PMP,SINGLE,,,,,,,,,,,
170087,A,4,4003,IRN BRU ORIGINAL PM�1.19 BOTTLE,,12x500ML,10,10,,,,,,,7.99,,,,,,,,,,,,,,10,1.19,32.86,PMP,SINGLE,,,,,,,,,,,
113189,A,4,4003,IRN BRU PM�1.69,,6x2LTR,23,23,,,,,,,6.39,,,,,,,,,,,,,,10,1.69,24.38,PMP,SINGLE,,,,,,,,,,,
123150,A,4,4003,IRN BRU XTRA PM �1.69,,6x2LTR,2,2,,,,,,,6.69,,,,,,,,,,,,,,10,1.69,20.83,PMP,SINGLE,,,,,,,,,,,
87536,A,4,4002,RUBICON STILL MANGO JUICE PMP 79 P,,27x288ML,12,12,,,,,,,10.99,,,,,,,,,,,,,,10,0.79,38.17,PMP,SINGLE,,,,,,,,,,,
87769,A,4,4001,RUBICON LYCHEE SPARKLING PM79P,,24X330ML,4,4,,,,,,,9.79,,,,,,,,,,,,,,10,0.79,38.04,PMP,SINGLE,,,,,,,,,,,
91598,A,4,4001,RUBICON MANGO SPARKLING CAN PM79P,,24X330ML,20,20,,,,,,,10.99,,,,,,,,,,,,,,10,0.79,30.44,PMP,SINGLE,,,,,,,,,,,
91750,A,4,4001,RUBICON PASSION SPARKLING CAN PM 79P,,24X330ML,17,17,,,,,,,9.79,,,,,,,,,,,,,,10,0.79,38.04,PMP,SINGLE,,,,,,,,,,,
11356,A,4,4001,RUBICON RAW ENERGY ORANGE MANGO PM�1.00,,12X500ML,2,2,,,,,,,6.19,,,,,,,,,,,,,,10,1,38.1,PMP,SINGLE,,,,,,,,,,,
72124,A,4,4001,RUBICON SPARKLING GUAVA PM �1.19,,12x500ML,7,7,,,,,,,7.99,,,,,,,,,,,,,,10,1.19,32.86,PMP,SINGLE,,,,,,,,,,,
72456,A,4,4001,RUBICON GUAVA SPARKLING PM 79P,,24X330ML,14,14,,,,,,,9.79,,,,,,,,,,,,,,10,0.79,38.04,PMP,SINGLE,,,,,,,,,,,
75800,A,4,4002,RUBICON STILL MANGO PM �1.39,,12x500ML,28,28,,,,,,,9.79,,,,,,,,,,,,,,10,1.39,29.57,PMP,SINGLE,,,,,,,,,,,
78665,A,4,4002,RUBICON SPRING ORANGE&MANGO PM�1.19,,12x500ML,28,28,,,,,,,7.09,,,,,,,,,,,,,,10,1.19,40.42,PMP,SINGLE,,,,,,,,,,,
71556,A,4,4002,RUBICON STILL POMEGRANATE JUICE PM �1.49,,12X1LTR,6,6,,,,,,,9.49,,,,,,,,,,,,,,10,1.49,36.31,PMP,SINGLE,,,,,,,,,,,
81554,A,4,4002,RUBICON STILL WATERMELON JUICE PM�1.49,,12XLITRE,23,23,,,,,,,9.49,,,,,,,,,,,,,,10,1.29,26.43,PMP,SINGLE,,,,,,,,,,,
110204,A,4,4002,RUBICON STILL PASSION FRUIT PM�1.79,,12X1LTR,22,22,,,,,,,12.99,,,,,,,,,,,,,,10,1.79,27.43,PMP,SINGLE,,,,,,,,,,,
110206,A,4,4001,RUBICON SPARKLING PASSION PM �1.79,,6x2LTR,20,20,,,,,,,6.49,,,,,,,,,,,,,,10,2.49,47.87,PMP,SINGLE,,,,,,,,,,,
10137,A,4,4002,SUN EXOTIC PINEAPPLE & COCONUT PM 69P,,27X288 ML,22,22,,,,,,,7.79,,,,,,,,,,,,,,10,0.69,49.82,PMP,SINGLE,,,,,,,,,,,
55735,A,4,4002,SUN EXOTIC PINEAPPLE&COCONUT PM 69P,,24x330ML,16,16,,,,,,,7.09,,,,,2025 WEEK 18 PROMOTION,05/05/2025,11/05/2025,,6.99,,,,,10,0.69,48.62,PMP,SINGLE,,,,,,,,,,,
55736,A,4,4002,SUN EXOTIC TROPICAL CAN PM 69P,,24X330ML,7,7,,,,,,,7.09,,,,,2025 WEEK 18 PROMOTION,05/05/2025,11/05/2025,,6.99,,,,,10,0.69,48.62,PMP,SINGLE,,,,,,,,,,,
